"","repo_id","activityDensity","densitybins","new_jaccard","median_age","median_commits","activity","activity_direction","activity_slope"
"23",1856228,0.0036084799278304,"6",0.48,1533,19,"Long-Low","Positive",0.0477897269959524
"24",3643688,0.00276880479926165,"6",0.5,1533,19,"Long-Low","Positive",0.0477897269959524
"25",17786687,0.0123939986953686,"4",0,1533,19,"Short-Low","Positive",0.0477897269959524
"26",19495255,0.0726072607260726,"3",0,1533,19,"Short-Heavy","Positive",0.0477897269959524
"27",28780199,0.0185185185185185,"4",0.142857142857143,1533,19,"Short-Heavy","Positive",0.0477897269959524
"28",49162952,0.035827186512118,"3",0.230769230769231,1533,19,"Short-Heavy","Positive",0.0477897269959524
"29",54372550,0.00222222222222222,"6",0,1533,19,"Short-Low","Positive",0.0477897269959524
"30",59968546,0.00248138957816377,"6",0,1533,19,"Short-Low","Positive",0.0477897269959524
"31",102613541,0.0149253731343284,"4",0,1533,19,"Short-Low","Positive",0.0477897269959524
"32",1554,5.26711084191399,"1",0,1789,17,"Long-Heavy","Positive",1.51304958269221
"33",131381,0.018348623853211,"4",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"34",226127,0.0128928283642224,"4",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"35",348283,0.00782560089435439,"6",1,1789,17,"Short-Low","Positive",1.51304958269221
"36",418355,0.0379644588045234,"3",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"37",418387,0.0068073519400953,"6",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"38",1464833,0.0529606472968003,"3",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"39",1464907,0.0103820598006645,"4",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"40",2254768,0.00816151202749141,"6",1,1789,17,"Long-Heavy","Positive",1.51304958269221
"41",3406988,0.00715883668903803,"6",1,1789,17,"Long-Low","Positive",1.51304958269221
"42",8202667,0.00260145681581686,"6",1,1789,17,"Long-Low","Positive",1.51304958269221
"43",32331012,0.0825,"3",0.961111111111111,1789,17,"Short-Heavy","Positive",1.51304958269221
"44",33082486,0.00253164556962025,"6",0.965909090909091,1789,17,"Short-Low","Positive",1.51304958269221
"45",46175646,0.00304878048780488,"6",0.755102040816326,1789,17,"Short-Low","Positive",1.51304958269221
"46",46668387,0.00204708290685773,"6",0.770833333333333,1789,17,"Short-Low","Positive",1.51304958269221
"47",68358145,0.00427350427350427,"6",0,1789,17,"Short-Low","Positive",1.51304958269221
"48",75600466,0.0374592833876222,"3",0.659574468085106,1789,17,"Short-Heavy","Positive",1.51304958269221
"49",85437730,0.0336633663366337,"3",0.961111111111111,1789,17,"Short-Low","Positive",1.51304958269221
"50",89321187,0.0279569892473118,"4",0,1789,17,"Short-Low","Positive",1.51304958269221
"51",94246087,0.0334128878281623,"3",0.622222222222222,1789,17,"Short-Low","Positive",1.51304958269221
"52",118888903,0.0111111111111111,"4",0.171428571428571,1789,17,"Short-Low","Positive",1.51304958269221
"53",1958,5.04407537527946,"1",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"54",2018,0.0362993896562801,"3",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"55",2019,10.6614046391753,"1",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"56",67812,0.191593352883675,"2",0.980044345898004,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"57",67963,0.0207336523125997,"4",0.962305986696231,2326.5,103,"Long-Low","Positive",1.33014401980015
"58",68002,1.94991423670669,"1",1,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"59",84459,3.60483242400624,"1",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"60",91042,0.88464447806354,"2",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"61",96542,0.593198588386269,"2",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"62",158501,1.09684137452274,"1",0.991130820399113,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"63",210467,0.140894568690096,"2",0.977728285077951,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"64",213186,0.179462571976967,"2",0.962305986696231,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"65",223468,1.12707581227437,"1",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"66",245159,0.0327546675401245,"3",0.997716894977169,2326.5,103,"Long-Low","Positive",1.33014401980015
"67",284300,0.00109130592942888,"6",0.997716894977169,2326.5,103,"Long-Low","Positive",1.33014401980015
"68",343952,0.041389504804139,"3",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"69",372949,0.0379248658318426,"3",0.997706422018349,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"70",384702,0.0289855072463768,"4",0.995454545454545,2326.5,103,"Long-Low","Positive",1.33014401980015
"71",421829,0.00363489499192246,"6",0.993243243243243,2326.5,103,"Long-Low","Positive",1.33014401980015
"72",547776,0.0626283367556468,"3",0.997695852534562,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"73",557198,0.00670712232513574,"6",0,2326.5,103,"Long-Low","Positive",1.33014401980015
"74",558106,0.0205843293492696,"4",0.995454545454545,2326.5,103,"Long-Low","Positive",1.33014401980015
"75",690503,0.114816378218658,"3",0,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"76",690505,0.033356024506467,"3",0.997711670480549,2326.5,103,"Long-Low","Positive",1.33014401980015
"77",737087,0.0648246546227418,"3",0.960176991150443,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"78",820518,0.02208,"4",0.964523281596452,2326.5,103,"Long-Low","Positive",1.33014401980015
"79",1025831,0.0164609053497942,"4",0.980044345898004,2326.5,103,"Short-Low","Positive",1.33014401980015
"80",1042502,0.86400873839432,"2",0,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"81",1427922,0.0105492906511459,"4",0.980044345898004,2326.5,103,"Long-Low","Positive",1.33014401980015
"82",1427958,0.0115626032375289,"4",0.980044345898004,2326.5,103,"Long-Low","Positive",1.33014401980015
"83",1427966,0.0476038338658147,"3",0.99546485260771,2326.5,103,"Long-Heavy","Positive",1.33014401980015
"84",1875976,0.00721370604147881,"6",0.990990990990991,2326.5,103,"Short-Low","Positive",1.33014401980015
"85",2914535,0.465411558669002,"2",0.960088691796009,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"86",3557945,0.0954954954954955,"3",0.990990990990991,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"87",3699449,0.00407239819004525,"6",0.979775280898876,2326.5,103,"Short-Low","Positive",1.33014401980015
"88",4617484,0.189902732746642,"2",0.962389380530973,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"89",4783143,0.0323943661971831,"3",0.979865771812081,2326.5,103,"Short-Low","Positive",1.33014401980015
"90",4946791,0.0179669030732861,"4",0.956331877729258,2326.5,103,"Short-Low","Positive",1.33014401980015
"91",5458072,0.0308433734939759,"3",0.977827050997783,2326.5,103,"Short-Low","Positive",1.33014401980015
"92",6714334,0.117588440458396,"3",0.938730853391685,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"93",7790134,0.0550978372811535,"3",0.977678571428571,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"94",11179922,0.0152974504249292,"4",0.975555555555556,2326.5,103,"Short-Low","Positive",1.33014401980015
"95",11695653,0.338150289017341,"2",0.938730853391685,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"96",12645588,0.0171091445427729,"4",0.964285714285714,2326.5,103,"Short-Low","Positive",1.33014401980015
"97",21060540,1.34686854783207,"1",0,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"98",22693558,0.00391717963066592,"6",0.960176991150443,2326.5,103,"Short-Low","Positive",1.33014401980015
"99",29096790,0.0342146189735614,"3",0.956236323851203,2326.5,103,"Short-Low","Positive",1.33014401980015
"100",46630288,0.00204498977505112,"6",0.909090909090909,2326.5,103,"Short-Low","Positive",1.33014401980015
"101",47533435,0.00619195046439629,"6",0.949450549450549,2326.5,103,"Short-Low","Positive",1.33014401980015
"102",57253008,0.00359389038634322,"6",0,2326.5,103,"Short-Low","Positive",1.33014401980015
"103",58689463,0.679268292682927,"2",0.938730853391685,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"104",60779035,0.00376884422110553,"6",0.938730853391685,2326.5,103,"Short-Low","Positive",1.33014401980015
"105",76686971,0.00830564784053156,"6",0,2326.5,103,"Short-Low","Positive",1.33014401980015
"106",83438281,0.290566037735849,"2",0,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"107",83794253,0.0285714285714286,"4",0,2326.5,103,"Short-Low","Positive",1.33014401980015
"108",91713993,0.0090293453724605,"6",0.909090909090909,2326.5,103,"Short-Low","Positive",1.33014401980015
"109",107044107,0.858131487889273,"2",0,2326.5,103,"Short-Heavy","Positive",1.33014401980015
"110",124151723,0.0708661417322835,"3",0.019753086419753,2326.5,103,"Short-Low","Positive",1.33014401980015
"111",4143,1.06746166950596,"1",0,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"112",44309,0.00120385232744783,"6",0.814814814814815,1286,10.5,"Long-Low","Positive",0.295998058100017
"113",245622,0.0377952755905512,"3",0.810810810810811,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"114",542894,0.0616468516072215,"3",0.785714285714286,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"115",1798125,0.00320512820512821,"6",0.814814814814815,1286,10.5,"Long-Low","Positive",0.295998058100017
"116",1799726,0.00458142440649729,"6",0.785714285714286,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"117",1868568,0.0072125583368689,"6",0.785714285714286,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"118",2001118,0.0703259005145798,"3",0.15,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"119",2625846,0.013013013013013,"4",0.15,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"120",3509010,0.00404858299595142,"6",0.785714285714286,1286,10.5,"Long-Low","Positive",0.295998058100017
"121",3531293,0.339522546419098,"2",0.810810810810811,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"122",5504194,0.0248940677966102,"4",0,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"123",5577470,0.00387784779447407,"6",0.307692307692308,1286,10.5,"Long-Low","Positive",0.295998058100017
"124",6681816,0.00685714285714286,"6",0,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"125",17870394,0.00722623679822123,"6",0.45,1286,10.5,"Long-Heavy","Positive",0.295998058100017
"126",24109305,0.0065359477124183,"6",0.810810810810811,1286,10.5,"Long-Low","Positive",0.295998058100017
"127",28501167,0.00230414746543779,"6",0.28,1286,10.5,"Long-Low","Positive",0.295998058100017
"128",35828409,0.00530973451327434,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"129",44108866,0.00592885375494071,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"130",44108886,0.203557312252964,"2",0.307692307692308,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"131",51056927,0.0108108108108108,"4",0.810810810810811,1286,10.5,"Short-Low","Positive",0.295998058100017
"132",58076961,0.00483675937122128,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"133",62258490,0.0154043645699615,"4",0.307692307692308,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"134",67984523,0.024045261669024,"4",0.333333333333333,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"135",68005721,0.00707213578500707,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"136",69094490,0.0838150289017341,"3",0.307692307692308,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"137",69687496,0.0481751824817518,"3",0.307692307692308,1286,10.5,"Short-Heavy","Positive",0.295998058100017
"138",69879173,0.00732064421669107,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"139",71273305,0.0027063599458728,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"140",73094269,0.0015527950310559,"6",0.307692307692308,1286,10.5,"Short-Low","Positive",0.295998058100017
"141",73814554,0.00788643533123028,"6",0.333333333333333,1286,10.5,"Short-Low","Positive",0.295998058100017
"142",79536808,0.0122377622377622,"4",0.777777777777778,1286,10.5,"Short-Low","Positive",0.295998058100017
"143",5874,0.36207425590672,"2",0,2348,29.5,"Long-Heavy","Negative",0.0972167498532976
"144",246363,0.0124340617935192,"4",0.666666666666667,2348,29.5,"Long-Heavy","Negative",0.0972167498532976
"145",369898,0.0104923325262308,"4",0,2348,29.5,"Long-Low","Negative",0.0972167498532976
"146",832567,0.000854457419538593,"6",0.666666666666667,2348,29.5,"Long-Low","Negative",0.0972167498532976
"147",1789844,0.000667334000667334,"6",0.666666666666667,2348,29.5,"Long-Low","Negative",0.0972167498532976
"148",1790335,0.0119794637763833,"4",0.666666666666667,2348,29.5,"Long-Heavy","Negative",0.0972167498532976
"149",3584343,0.0198376916140667,"4",0.695652173913043,2348,29.5,"Short-Heavy","Negative",0.0972167498532976
"150",9957909,0.0603588907014682,"3",0.739130434782609,2348,29.5,"Short-Heavy","Negative",0.0972167498532976
"151",13835169,0.0965971459934138,"3",0.222222222222222,2348,29.5,"Short-Heavy","Negative",0.0972167498532976
"152",29878800,0.0790513833992095,"3",0.928571428571429,2348,29.5,"Short-Heavy","Negative",0.0972167498532976
"153",38482226,0.00275229357798165,"6",0,2348,29.5,"Short-Low","Negative",0.0972167498532976
"154",38876712,0.00368324125230203,"6",0.619047619047619,2348,29.5,"Short-Low","Negative",0.0972167498532976
"155",44174437,0.0039564787339268,"6",0.619047619047619,2348,29.5,"Short-Low","Negative",0.0972167498532976
"156",85510715,0.0011090573012939,"6",0.684210526315789,2348,29.5,"Long-Low","Negative",0.0972167498532976
"157",7118,0.263363363363363,"2",0,796,14,"Long-Heavy","Positive",0.0697550847221195
"158",7134,0.00320769847634322,"6",0.793650793650794,796,14,"Long-Low","Positive",0.0697550847221195
"159",7164,0.0200400801603206,"4",0.793650793650794,796,14,"Long-Heavy","Positive",0.0697550847221195
"160",70196,0.24761077324066,"2",0.186440677966102,796,14,"Long-Heavy","Positive",0.0697550847221195
"161",1738573,0.00631768953068592,"6",1,796,14,"Long-Heavy","Positive",0.0697550847221195
"162",1738629,0.0427031509121061,"3",0.870967741935484,796,14,"Long-Heavy","Positive",0.0697550847221195
"163",3281686,0.00342026507054297,"6",0.793650793650794,796,14,"Long-Low","Positive",0.0697550847221195
"164",3633345,0.0704903677758319,"3",0.671875,796,14,"Long-Heavy","Positive",0.0697550847221195
"165",3748789,0.0031717263253285,"6",0.815384615384615,796,14,"Long-Low","Positive",0.0697550847221195
"166",5212023,0.0123111359820929,"4",0.609375,796,14,"Long-Heavy","Positive",0.0697550847221195
"167",7790391,0.0437693099897013,"3",0,796,14,"Long-Heavy","Positive",0.0697550847221195
"168",13655348,0.0251071647274954,"4",0.354838709677419,796,14,"Long-Heavy","Positive",0.0697550847221195
"169",15325726,0.0703075957313245,"3",0,796,14,"Long-Heavy","Positive",0.0697550847221195
"170",15641071,0.0195583596214511,"4",0.578125,796,14,"Long-Heavy","Positive",0.0697550847221195
"171",20786622,0.063013698630137,"3",0.2,796,14,"Long-Heavy","Positive",0.0697550847221195
"172",28952374,0.0433772269558482,"3",0,796,14,"Long-Heavy","Positive",0.0697550847221195
"173",31429929,0.0114472608340147,"4",0.377049180327869,796,14,"Long-Low","Positive",0.0697550847221195
"174",31701633,0.102880658436214,"3",0.911392405063291,796,14,"Long-Heavy","Positive",0.0697550847221195
"175",31852965,0.0396039603960396,"3",0.366666666666667,796,14,"Long-Heavy","Positive",0.0697550847221195
"176",33454885,0.0503355704697987,"3",0.354838709677419,796,14,"Long-Heavy","Positive",0.0697550847221195
"177",34542996,0.0121633362293658,"4",0.523809523809524,796,14,"Long-Low","Positive",0.0697550847221195
"178",38908539,0.0138121546961326,"4",0.0178571428571429,796,14,"Long-Heavy","Positive",0.0697550847221195
"179",41847887,0.024904214559387,"4",0.186440677966102,796,14,"Long-Heavy","Positive",0.0697550847221195
"180",44236185,0.00297029702970297,"6",0.387096774193548,796,14,"Long-Low","Positive",0.0697550847221195
"181",45651169,0.00504540867810293,"6",0.467741935483871,796,14,"Long-Low","Positive",0.0697550847221195
"182",48354235,0.0364583333333333,"3",0.707692307692308,796,14,"Long-Heavy","Positive",0.0697550847221195
"183",48354236,0.018018018018018,"4",0.707692307692308,796,14,"Long-Heavy","Positive",0.0697550847221195
"184",48661474,0.0115062761506276,"4",0.4,796,14,"Long-Low","Positive",0.0697550847221195
"185",55970931,0.00704225352112676,"6",0,796,14,"Long-Low","Positive",0.0697550847221195
"186",60739749,0.0942211055276382,"3",0.0526315789473685,796,14,"Short-Heavy","Positive",0.0697550847221195
"187",61657416,0.00254452926208651,"6",0.91025641025641,796,14,"Short-Low","Positive",0.0697550847221195
"188",66644566,0.0089086859688196,"6",0.354838709677419,796,14,"Long-Low","Positive",0.0697550847221195
"189",71707468,0.00907715582450832,"6",0,796,14,"Short-Low","Positive",0.0697550847221195
"190",75054263,0.0595813204508857,"3",0.186440677966102,796,14,"Short-Heavy","Positive",0.0697550847221195
"191",75195078,0.00646203554119548,"6",0.278688524590164,796,14,"Short-Low","Positive",0.0697550847221195
"192",76388447,0.0807248764415156,"3",0.266666666666667,796,14,"Short-Heavy","Positive",0.0697550847221195
"193",77328633,0.0201005025125628,"4",0.796610169491525,796,14,"Short-Low","Positive",0.0697550847221195
"194",77433173,0.338383838383838,"2",0,796,14,"Short-Heavy","Positive",0.0697550847221195
"195",80014074,0.00528169014084507,"6",0.220338983050847,796,14,"Short-Low","Positive",0.0697550847221195
"196",83516056,0.0359168241965974,"3",0.220338983050847,796,14,"Short-Heavy","Positive",0.0697550847221195
"197",83521297,0.0056710775047259,"6",0.220338983050847,796,14,"Short-Low","Positive",0.0697550847221195
"198",83657896,0.0114068441064639,"4",0.220338983050847,796,14,"Short-Low","Positive",0.0697550847221195
"199",83681146,0.00570342205323194,"6",0.152542372881356,796,14,"Short-Low","Positive",0.0697550847221195
"200",86734323,0.0040650406504065,"6",0.220338983050847,796,14,"Short-Low","Positive",0.0697550847221195
"201",90552235,0.00383141762452107,"6",0.186440677966102,796,14,"Short-Low","Positive",0.0697550847221195
"202",90728114,0.108407079646018,"3",0.19672131147541,796,14,"Short-Heavy","Positive",0.0697550847221195
"203",92966460,0.0278422273781903,"4",0.220338983050847,796,14,"Short-Low","Positive",0.0697550847221195
"204",93149533,0.132250580046404,"3",0.0350877192982456,796,14,"Short-Heavy","Positive",0.0697550847221195
"205",93192650,0.0396270396270396,"3",0.220338983050847,796,14,"Short-Heavy","Positive",0.0697550847221195
"206",96519183,0.0226700251889169,"4",0.186440677966102,796,14,"Short-Low","Positive",0.0697550847221195
"207",97409077,0.00515463917525773,"6",0.120689655172414,796,14,"Short-Low","Positive",0.0697550847221195
"208",101915071,0.00583090379008746,"6",0.666666666666667,796,14,"Short-Low","Positive",0.0697550847221195
"209",105086023,0.0612903225806452,"3",0.0175438596491229,796,14,"Short-Heavy","Positive",0.0697550847221195
"210",109510971,0.0227272727272727,"4",0.0689655172413793,796,14,"Short-Low","Positive",0.0697550847221195
"211",109997839,0.0192307692307692,"4",0,796,14,"Short-Low","Positive",0.0697550847221195
"212",110401266,0.0078125,"6",0.0689655172413793,796,14,"Short-Low","Positive",0.0697550847221195
"213",115945906,0.00485436893203883,"6",0.0526315789473685,796,14,"Short-Low","Positive",0.0697550847221195
"214",116265257,0.0246305418719212,"4",0.0526315789473685,796,14,"Short-Low","Positive",0.0697550847221195
"215",119047440,0.0449438202247191,"3",0.0350877192982456,796,14,"Short-Low","Positive",0.0697550847221195
"216",134568598,0.931034482758621,"2",0,796,14,"Short-Heavy","Positive",0.0697550847221195
"217",135149869,0.0571428571428571,"3",0,796,14,"Short-Low","Positive",0.0697550847221195
"218",7836,0.44769647696477,"2",0,2044,14,"Long-Heavy","Positive",0.18285643450775
"219",61909,0.0371959942775393,"3",0.25,2044,14,"Long-Heavy","Positive",0.18285643450775
"220",859440,0.00667451904201021,"6",0.333333333333333,2044,14,"Long-Heavy","Positive",0.18285643450775
"221",1329932,0.00459098497495826,"6",0.333333333333333,2044,14,"Long-Low","Positive",0.18285643450775
"222",1415478,0.0072202166064982,"6",0.333333333333333,2044,14,"Short-Low","Positive",0.18285643450775
"223",1652351,0.00591465990705534,"6",0.25,2044,14,"Long-Low","Positive",0.18285643450775
"224",1874496,0.00679694137638063,"6",0.125,2044,14,"Long-Heavy","Positive",0.18285643450775
"225",2594581,0.00931470392548237,"6",0.5,2044,14,"Long-Heavy","Positive",0.18285643450775
"226",2733196,0.0296684118673647,"4",0.3,2044,14,"Long-Heavy","Positive",0.18285643450775
"227",2740012,0.00259403372243839,"6",0.333333333333333,2044,14,"Long-Low","Positive",0.18285643450775
"228",5747084,0.00291686922702965,"6",0.125,2044,14,"Long-Low","Positive",0.18285643450775
"229",6091462,0.118884540117417,"3",0,2044,14,"Short-Heavy","Positive",0.18285643450775
"230",7763782,0.0033255736614566,"6",0.125,2044,14,"Long-Low","Positive",0.18285643450775
"231",8786233,0.00474934036939314,"6",0.125,2044,14,"Short-Low","Positive",0.18285643450775
"232",9244906,0.015491452991453,"4",0.5,2044,14,"Short-Heavy","Positive",0.18285643450775
"233",11781474,0.00579374275782155,"6",0.333333333333333,2044,14,"Short-Low","Positive",0.18285643450775
"234",48575316,0.00259515570934256,"6",0.125,2044,14,"Short-Low","Positive",0.18285643450775
"235",48855185,0.0188679245283019,"4",0,2044,14,"Short-Heavy","Positive",0.18285643450775
"236",68929680,0.0273381294964029,"4",0.125,2044,14,"Short-Heavy","Positive",0.18285643450775
"237",72348455,0.0168453292496172,"4",0,2044,14,"Short-Low","Positive",0.18285643450775
"238",76474503,0.00330578512396694,"6",0.125,2044,14,"Short-Low","Positive",0.18285643450775
"239",104526632,0.0396281800391389,"3",0,2044,14,"Short-Heavy","Positive",0.18285643450775
"240",106540243,0.0102040816326531,"4",0.125,2044,14,"Short-Low","Positive",0.18285643450775
"241",12333,3.79338842975207,"1",0,2364,38,"Long-Heavy","Positive",0.598893159787507
"242",12335,0.0134560906515581,"4",0.625,2364,38,"Long-Low","Positive",0.598893159787507
"243",83243,0.45699481865285,"2",0.25,2364,38,"Long-Heavy","Positive",0.598893159787507
"244",89935,0.290681502086231,"2",0,2364,38,"Long-Heavy","Positive",0.598893159787507
"245",131888,0.099504132231405,"3",0,2364,38,"Long-Heavy","Positive",0.598893159787507
"246",214103,0.0752089136490251,"3",0.483870967741935,2364,38,"Long-Heavy","Positive",0.598893159787507
"247",256172,0.013202565069785,"4",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"248",270060,0.000739918608953015,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"249",274025,0.00727537286285922,"6",0.575757575757576,2364,38,"Long-Low","Positive",0.598893159787507
"250",297131,0.000756143667296786,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"251",305224,0.0439938791124713,"3",0.774193548387097,2364,38,"Long-Heavy","Positive",0.598893159787507
"252",320218,0.000765990042129452,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"253",342336,0.00406804733727811,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"254",450699,0.00345065562456867,"6",0.575757575757576,2364,38,"Short-Low","Positive",0.598893159787507
"255",482848,0.00199680511182109,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"256",489263,0.0312625250501002,"3",0,2364,38,"Long-Heavy","Positive",0.598893159787507
"257",640884,0.00370828182941904,"6",0.178571428571429,2364,38,"Long-Low","Positive",0.598893159787507
"258",801238,0.0083073727933541,"6",0.419354838709677,2364,38,"Short-Low","Positive",0.598893159787507
"259",964623,0.0296625880608083,"4",0.774193548387097,2364,38,"Long-Heavy","Positive",0.598893159787507
"260",964639,0.00972897845726199,"6",0.774193548387097,2364,38,"Long-Low","Positive",0.598893159787507
"261",1263628,0.0274402195217562,"4",0.419354838709677,2364,38,"Long-Heavy","Positive",0.598893159787507
"262",1419979,0.043135628369971,"3",0,2364,38,"Long-Heavy","Positive",0.598893159787507
"263",1472531,0.0855829982768524,"3",0.419354838709677,2364,38,"Short-Heavy","Positive",0.598893159787507
"264",1676114,0.00465313028764805,"6",0.575757575757576,2364,38,"Short-Low","Positive",0.598893159787507
"265",1758120,0.0361648444070648,"3",0.709677419354839,2364,38,"Long-Heavy","Positive",0.598893159787507
"266",2020240,0.00535279805352798,"6",0.636363636363636,2364,38,"Short-Low","Positive",0.598893159787507
"267",2020243,0.0152368333885393,"4",0.774193548387097,2364,38,"Long-Heavy","Positive",0.598893159787507
"268",2020252,0.0602310231023102,"3",0.774193548387097,2364,38,"Long-Heavy","Positive",0.598893159787507
"269",2968918,0.00921052631578947,"6",0.645161290322581,2364,38,"Short-Low","Positive",0.598893159787507
"270",3938143,0.0583941605839416,"3",0,2364,38,"Short-Heavy","Positive",0.598893159787507
"271",4868661,0.030631479736098,"3",0,2364,38,"Short-Heavy","Positive",0.598893159787507
"272",5477373,0.0469052224371373,"3",0.741935483870968,2364,38,"Short-Heavy","Positive",0.598893159787507
"273",8026859,0.496369294605809,"2",0,2364,38,"Short-Heavy","Positive",0.598893159787507
"274",10250653,0.0203856749311295,"4",0.545454545454545,2364,38,"Short-Low","Positive",0.598893159787507
